Gender,Money,Recency,Frequency,Age,cat_Children,cat_Teen,cat_Cooking,cat_DIY,cat_Reference,cat_Art,Purchase_Secret_of_Italian_k,Purchase_Atlas_of_Italy,Purchase_Italian_Art,Buy
M,308,2,2,6,0,1,1,0,0,0,0,0,0,0
F,65,14,4,32,1,0,1,2,0,0,0,0,0,0
F,133,14,5,38,0,1,1,2,0,1,1,0,1,0
M,312,14,1,14,0,0,1,0,0,0,0,0,0,0
F,255,12,3,24,0,1,1,0,0,0,0,0,0,0
F,307,16,2,24,1,1,0,0,0,0,0,0,0,0
F,206,14,1,14,0,0,1,0,0,0,0,0,0,0
F,299,2,1,2,1,0,0,0,0,0,0,0,0,0
F,401,16,11,50,3,0,0,2,2,1,0,0,0,0
F,215,8,1,8,1,0,0,0,0,0,0,0,0,0
F,261,22,2,30,0,0,1,0,0,0,0,0,0,0
M,228,8,2,12,1,1,0,0,0,0,0,0,0,0
F,273,16,1,16,1,0,0,0,0,0,0,0,0,0
F,230,34,6,52,1,1,0,2,1,0,0,0,0,0
M,163,6,2,14,2,0,0,0,0,0,0,0,0,0
F,28,4,1,4,0,0,0,0,1,0,0,0,0,0
F,229,22,8,58,1,0,2,2,1,1,0,0,0,0
F,135,12,4,34,1,0,1,0,0,0,1,0,0,0
M,100,8,1,8,0,0,1,0,0,0,0,0,0,0
M,114,24,2,28,1,0,1,0,0,0,0,0,0,0
F,235,12,7,52,1,0,4,0,0,2,0,0,0,0
M,198,30,1,30,0,0,0,1,0,0,0,0,0,0
F,234,14,2,16,0,0,2,0,0,0,0,0,0,0
F,101,10,1,10,0,0,0,0,1,0,0,0,0,0
M,232,16,1,16,0,0,1,0,0,0,0,0,0,0
M,271,14,1,14,0,0,0,0,0,0,0,0,0,0
F,221,30,1,30,1,0,0,0,0,0,0,0,0,0
M,43,26,1,26,0,0,1,0,0,0,0,0,0,0
M,152,36,7,60,3,1,0,0,0,2,0,0,0,0
F,98,4,2,6,1,0,0,1,0,0,0,0,0,0
M,32,14,1,14,0,0,0,1,0,0,0,0,0,0
F,37,10,1,10,0,1,0,0,0,0,0,0,0,0
F,249,4,2,8,1,0,1,0,0,0,0,0,0,0
F,233,12,7,28,2,2,2,0,1,0,0,0,0,0
F,185,14,1,14,0,0,0,1,0,0,0,0,0,0
F,148,28,3,40,1,0,1,0,0,1,0,0,0,0
F,290,16,1,16,0,0,0,0,1,0,0,0,0,0
F,245,10,2,12,0,1,0,1,0,0,0,0,0,0
F,303,14,2,18,0,1,1,0,0,0,0,0,0,0
F,316,10,7,46,1,0,2,0,1,1,0,0,0,0
F,57,18,2,24,1,0,0,0,0,0,0,0,0,0
F,273,16,10,70,5,0,1,1,0,0,0,0,0,0
M,338,16,5,28,2,1,1,1,0,0,0,0,0,1
F,43,2,2,4,0,1,1,0,0,0,0,0,0,1
F,214,14,2,20,0,0,0,1,0,0,0,0,0,0
F,36,12,1,12,0,0,0,1,0,0,0,0,0,0
F,289,4,6,28,0,0,2,1,0,1,1,0,0,1
F,87,2,1,2,1,0,0,0,0,0,0,0,0,0
F,174,12,1,12,0,1,0,0,0,0,0,0,0,0
F,81,6,2,10,1,0,1,0,0,0,0,0,0,0
F,222,6,2,10,0,0,0,1,1,0,0,0,0,0
F,94,8,3,26,0,1,1,0,0,0,1,0,0,0
F,272,12,1,12,1,0,0,0,0,0,0,0,0,0
M,318,10,12,38,5,0,3,2,1,1,1,1,1,0
F,307,10,8,28,2,1,1,0,2,0,0,1,0,0
F,273,2,1,2,0,1,0,0,0,0,0,0,0,0
F,112,34,1,34,0,0,0,0,0,0,0,0,0,0
F,135,22,2,24,1,0,0,1,0,0,0,0,0,0
F,279,20,11,74,1,1,3,1,2,2,1,1,1,0
F,226,12,1,12,0,0,1,0,0,0,0,0,0,0
F,159,14,1,14,0,0,1,0,0,0,0,0,0,0
M,285,8,1,8,1,0,0,0,0,0,0,0,0,1
M,62,4,1,4,0,0,0,0,1,0,0,0,0,0
M,226,14,2,22,0,0,0,0,1,0,0,0,0,0
M,259,14,7,34,1,0,3,0,0,1,0,0,0,1
F,190,10,11,48,2,2,1,2,2,1,1,1,1,0
F,370,4,8,38,4,0,0,0,1,1,0,0,0,0
F,175,22,9,54,2,1,3,0,1,0,0,0,0,0
F,272,12,1,12,0,0,0,0,0,0,0,0,0,1
F,268,12,2,18,0,0,1,0,0,0,0,0,0,0
F,136,2,5,16,2,1,1,1,0,0,1,0,0,0
M,203,12,1,12,0,0,0,1,0,0,0,0,0,1
F,325,4,2,10,0,0,1,0,0,0,0,0,0,0
F,316,36,2,40,1,0,0,0,1,0,0,0,0,0
F,87,6,1,6,0,0,0,1,0,0,0,0,0,0
F,217,6,1,6,0,1,0,0,0,0,0,0,0,0
M,114,4,1,4,0,0,0,0,0,1,0,0,0,0
F,266,24,7,44,3,2,1,0,0,1,1,0,1,0
M,412,2,11,28,3,2,4,2,0,0,0,0,0,0
F,121,4,1,4,0,0,0,1,0,0,0,0,0,0
F,196,16,4,36,2,0,1,0,0,1,0,0,0,0
F,323,4,10,32,2,0,2,0,2,1,0,0,0,0
F,369,10,8,50,2,1,1,2,1,0,0,0,0,0
F,193,12,1,12,0,0,0,1,0,0,0,0,0,0
F,93,8,2,12,1,0,0,1,0,0,0,0,0,0
F,99,10,1,10,0,0,0,0,1,0,0,0,0,0
F,224,2,6,18,2,1,1,0,1,0,0,0,0,0
F,274,8,1,8,0,0,0,0,0,1,0,0,0,1
F,80,4,1,4,0,1,0,0,0,0,0,0,0,0
F,83,18,2,24,1,0,0,0,0,0,0,0,0,0
F,214,14,1,14,1,0,0,0,0,0,0,0,0,0
M,21,12,1,12,0,0,0,0,0,1,0,0,0,0
M,257,20,6,38,1,0,0,0,0,1,0,0,0,1
F,218,30,5,48,2,0,2,0,0,1,1,0,0,0
F,208,6,6,40,2,0,0,1,0,0,0,0,0,0
F,153,8,2,16,0,0,2,0,0,0,0,0,0,0
F,245,16,10,48,0,0,3,3,3,0,0,0,0,0
M,284,18,7,44,3,1,3,0,0,0,1,0,0,0
F,178,4,2,12,0,0,1,0,0,0,0,0,0,0
F,328,16,2,20,1,0,0,0,0,0,0,0,0,0
F,38,14,2,18,0,0,1,0,0,0,0,0,0,0
M,305,8,2,16,0,0,1,1,0,0,0,0,0,0
F,270,6,12,76,2,2,4,3,0,0,0,0,0,0
F,430,14,10,38,2,3,3,0,1,1,0,0,0,0
F,125,16,2,18,0,0,0,0,0,0,0,0,0,1
M,287,2,1,2,0,0,0,1,0,0,0,0,0,0
M,117,12,4,22,0,0,1,1,1,0,1,1,0,0
F,178,16,1,16,1,0,0,0,0,0,0,0,0,0
F,262,10,1,10,0,0,0,1,0,0,0,0,0,1
F,227,10,10,44,3,1,1,1,2,0,0,0,0,0
M,267,14,1,14,0,0,1,0,0,0,0,0,0,0
M,152,18,1,18,1,0,0,0,0,0,0,0,0,0
F,230,30,2,34,1,0,1,0,0,0,0,0,0,0
F,169,4,9,32,4,1,1,0,1,1,0,0,0,0
F,39,16,2,22,1,0,0,1,0,0,0,0,0,0
F,311,32,12,60,2,0,3,3,1,0,0,0,0,0
F,110,2,2,8,1,0,0,0,1,0,0,1,0,0
F,70,18,3,28,0,0,2,1,0,0,1,0,0,0
F,109,6,1,6,0,0,0,0,0,0,0,0,0,0
M,134,20,1,20,1,0,0,0,0,0,0,0,0,0
F,156,24,2,28,1,0,0,0,0,0,0,0,0,0
F,377,6,12,34,4,1,0,1,1,3,0,0,0,1
M,97,16,6,42,2,1,2,0,0,1,0,0,0,1
F,294,16,3,22,1,1,0,0,0,0,0,0,0,0
M,240,30,2,38,1,0,1,0,0,0,1,0,0,0
F,366,4,7,24,1,1,1,1,0,3,0,0,0,0
M,35,6,2,10,0,1,1,0,0,0,1,0,0,0
F,242,16,12,80,3,0,4,2,0,0,1,0,0,0
F,258,16,4,30,2,0,0,0,0,1,0,0,0,0
F,28,12,1,12,1,0,0,0,0,0,0,0,0,0
F,226,22,1,22,0,0,1,0,0,0,0,0,0,0
M,159,2,2,10,1,0,1,0,0,0,0,0,0,0
F,391,16,12,40,2,3,0,1,1,2,0,0,1,0
M,215,8,1,8,0,0,0,0,0,0,0,0,0,0
F,251,14,3,30,2,1,0,0,0,0,0,0,0,0
F,100,8,1,8,0,0,1,0,0,0,0,0,0,0
F,343,8,8,54,2,1,2,1,2,0,0,0,0,0
F,331,6,7,34,2,0,2,1,0,1,0,0,0,0
F,295,10,2,18,0,0,0,1,0,0,0,0,0,0
F,228,14,2,18,0,0,1,0,0,1,0,0,0,0
M,230,2,2,4,0,1,1,0,0,0,0,0,0,0
F,218,10,3,24,0,1,0,0,1,0,0,0,0,0
M,34,4,2,10,1,0,0,0,0,0,0,0,0,0
F,286,32,2,38,0,0,0,0,0,0,0,0,0,0
F,32,12,2,18,0,0,2,0,0,0,1,0,0,0
F,80,14,1,14,0,0,0,1,0,0,0,0,0,1
F,140,12,4,34,1,0,1,0,0,2,0,0,0,0
M,243,12,9,52,2,1,1,1,0,3,0,0,0,1
F,120,4,2,6,0,0,2,0,0,0,1,0,0,1
F,150,30,1,30,0,0,0,1,0,0,0,0,0,0
F,437,2,11,24,1,1,4,2,1,0,1,0,0,0
F,401,2,8,36,0,0,2,2,1,0,0,0,0,0
F,336,16,7,52,1,0,0,2,1,2,0,1,1,0
F,255,12,2,18,1,0,0,1,0,0,0,0,0,0
F,126,26,1,26,0,0,0,0,0,1,0,0,0,0
M,138,10,1,10,0,0,0,0,0,1,0,0,0,0
F,182,14,8,52,0,2,1,1,3,0,0,0,0,0
F,102,28,1,28,0,1,0,0,0,0,0,0,0,0
F,280,6,11,66,5,1,1,0,0,1,0,0,0,1
F,213,28,3,34,1,0,1,0,0,0,0,0,0,0
F,394,8,11,72,4,1,3,1,0,2,1,0,1,0
M,90,2,2,8,1,0,0,1,0,0,0,0,0,0
F,256,2,1,2,0,0,1,0,0,0,0,0,0,0
F,91,10,4,20,1,0,0,2,0,0,0,0,0,0
M,66,10,2,12,0,0,1,0,0,1,0,0,0,0
M,94,4,1,4,0,0,0,0,1,0,0,0,0,0
F,220,14,3,30,2,0,0,0,0,1,0,0,0,0
M,29,16,1,16,1,0,0,0,0,0,0,0,0,0
F,216,2,1,2,0,0,0,0,0,0,0,0,0,1
M,316,26,2,32,0,1,0,1,0,0,0,0,0,0
M,142,10,1,10,0,0,0,0,0,0,0,0,0,0
F,215,6,7,28,3,0,2,0,0,1,1,0,1,0
M,399,8,10,54,1,1,4,1,0,2,0,0,0,0
F,191,4,2,10,1,0,0,1,0,0,0,0,0,0
M,325,6,2,12,0,0,1,0,1,0,0,0,0,0
F,257,16,2,24,1,1,0,0,0,0,0,0,0,0
F,188,6,2,12,0,0,1,1,0,0,0,0,0,0
F,132,28,2,30,0,0,0,1,0,0,0,0,0,0
F,53,20,1,20,0,0,1,0,0,0,0,0,0,0
F,48,32,1,32,0,0,1,0,0,0,0,0,0,0
M,51,24,1,24,0,0,0,0,1,0,0,0,0,0
M,159,16,2,18,2,0,0,0,0,0,0,0,0,0
F,247,2,4,22,2,0,0,0,0,0,0,0,0,0
F,216,10,1,10,0,1,0,0,0,0,0,0,0,1
F,138,28,2,30,1,0,0,0,0,0,0,0,0,0
F,300,10,5,20,0,1,1,1,1,1,0,0,0,0
F,223,4,7,22,1,0,2,1,0,2,1,0,0,0
F,91,10,2,18,0,0,0,1,0,0,0,0,0,0
F,192,14,10,46,3,1,1,3,0,0,0,0,0,0
M,142,14,2,18,0,0,1,1,0,0,0,0,0,0
F,215,2,2,4,0,0,1,1,0,0,0,0,0,0
F,419,10,11,70,3,0,2,0,3,1,0,0,0,0
F,113,16,1,16,0,1,0,0,0,0,0,0,0,0
F,189,4,1,4,0,1,0,0,0,0,0,0,0,0
F,392,14,11,62,4,1,1,2,2,1,0,0,0,0
F,312,6,2,8,1,0,0,0,0,0,0,0,0,0
M,53,2,1,2,0,0,0,0,0,1,0,0,0,1
M,352,16,7,56,2,0,1,1,0,0,1,0,0,1
F,214,10,8,50,2,1,1,0,2,1,0,0,0,0
M,384,10,6,32,2,0,0,1,2,0,0,0,0,0
F,243,2,4,16,2,0,1,0,0,1,0,0,0,0
F,127,12,4,32,2,0,1,0,1,0,0,0,0,0
F,164,12,1,12,1,0,0,0,0,0,0,0,0,0
M,58,16,1,16,1,0,0,0,0,0,0,0,0,0
F,99,16,1,16,0,0,0,0,0,0,0,0,0,0
F,306,12,2,16,0,0,2,0,0,0,0,0,0,0
M,282,2,11,50,2,0,4,1,1,2,0,0,0,0
F,20,20,1,20,0,1,0,0,0,0,0,0,0,0
F,225,14,5,38,2,2,1,0,0,0,0,0,0,0
F,423,8,11,34,3,4,2,0,1,0,0,0,0,0
F,70,34,2,38,1,0,0,0,0,0,0,0,0,0
F,214,30,2,34,0,0,1,0,0,0,0,0,0,0
M,285,12,1,12,0,0,0,0,0,1,0,0,0,0
M,249,14,1,14,1,0,0,0,0,0,0,0,0,0
F,250,24,2,28,2,0,0,0,0,0,0,0,0,0
M,101,12,3,26,1,1,0,0,0,0,0,0,0,0
M,297,30,7,62,3,0,0,1,1,2,0,0,0,0
F,176,20,1,20,0,1,0,0,0,0,0,0,0,0
F,78,16,1,16,0,1,0,0,0,0,0,0,0,0
M,83,18,1,18,1,0,0,0,0,0,0,0,0,0
M,262,10,6,32,1,1,2,1,0,1,1,0,1,0
F,328,4,6,38,0,0,2,1,1,1,1,1,1,1
M,39,26,1,26,0,1,0,0,0,0,0,0,0,1
M,139,12,2,20,1,0,0,0,0,0,0,0,0,1
F,221,2,1,2,0,0,0,0,0,0,0,0,0,0
F,154,14,8,32,2,0,0,2,1,1,0,0,0,1
M,256,4,2,8,1,0,1,0,0,0,0,0,0,1
M,349,12,6,40,1,0,2,1,1,1,0,0,0,0
F,67,34,2,38,1,0,0,0,0,1,0,0,0,0
M,271,16,3,26,2,0,0,0,0,1,0,0,1,0
F,60,6,1,6,0,0,0,0,1,0,0,0,0,0
F,366,10,12,70,3,1,2,3,0,1,0,0,0,0
F,248,14,1,14,0,0,1,0,0,0,0,0,0,1
F,211,12,1,12,1,0,0,0,0,0,0,0,0,0
F,307,8,2,10,0,0,0,0,1,0,0,0,0,0
F,102,14,1,14,0,0,0,0,0,0,0,0,0,0
F,146,16,2,22,0,0,1,1,0,0,0,0,0,0
F,168,4,3,16,0,0,2,0,0,0,0,0,0,0
F,258,6,3,20,1,0,0,0,0,0,0,0,0,0
F,310,12,2,14,1,0,0,0,0,1,0,0,0,0
F,300,14,1,14,0,0,1,0,0,0,0,0,0,0
M,262,10,12,34,1,3,2,3,0,0,0,0,0,0
F,310,10,9,38,2,1,1,0,1,1,0,0,0,1
F,287,8,2,14,1,1,0,0,0,0,0,0,0,0
F,150,4,9,22,1,0,2,2,0,0,0,0,0,0
F,163,16,10,40,4,2,1,1,1,0,0,0,0,0
M,183,10,2,16,1,0,0,0,0,0,0,0,0,0
F,198,8,2,12,1,0,1,0,0,0,0,0,0,0
F,190,16,2,20,2,0,0,0,0,0,0,0,0,0
F,90,16,1,16,0,0,1,0,0,0,0,0,0,0
M,51,12,2,16,1,0,0,0,1,0,0,0,0,0
F,195,16,6,52,2,2,1,0,1,0,0,0,0,0
F,203,14,2,20,1,0,1,0,0,0,0,0,0,0
F,298,26,2,32,1,0,0,0,0,1,0,0,0,0
F,143,24,4,40,2,0,0,1,0,0,0,0,0,0
F,20,26,1,26,0,0,0,0,0,0,0,0,0,0
M,172,8,2,14,0,0,1,0,0,0,0,0,0,1
F,40,10,2,18,0,0,1,1,0,0,0,0,0,0
F,284,14,2,22,0,0,0,1,1,0,0,0,0,0
F,75,10,1,10,1,0,0,0,0,0,0,0,0,0
M,89,4,2,8,0,0,0,0,0,1,0,0,0,0
M,35,14,1,14,0,0,0,1,0,0,0,0,0,0
F,296,16,4,28,1,0,1,0,0,0,0,0,0,0
F,180,16,2,24,0,1,0,0,1,0,0,0,0,0
F,305,14,2,18,1,0,0,0,1,0,0,0,0,0
F,182,14,1,14,0,0,0,0,1,0,0,0,0,0
F,254,10,2,12,0,0,1,0,0,1,0,0,1,1
M,120,10,5,22,0,1,2,0,1,1,1,1,1,0
F,32,16,1,16,0,0,0,1,0,0,0,0,0,0
F,104,8,2,12,0,0,0,0,0,2,0,0,1,0
F,122,4,1,4,0,0,0,0,0,0,0,0,0,0
M,385,12,9,46,2,1,3,1,0,2,1,0,1,0
F,109,32,2,38,0,1,1,0,0,0,0,0,0,0
F,216,16,8,50,2,1,1,1,1,2,0,0,0,0
F,241,16,1,16,0,1,0,0,0,0,0,0,0,0
M,219,28,12,88,3,0,2,4,0,3,1,0,1,0
F,314,12,2,14,0,1,1,0,0,0,0,0,0,0
M,314,10,1,10,1,0,0,0,0,0,0,0,0,0
F,283,14,9,58,2,1,3,1,1,0,0,0,0,0
F,198,16,5,34,2,0,0,2,0,0,0,0,0,0
F,252,8,2,12,1,0,1,0,0,0,0,0,0,0
F,137,12,1,12,0,0,0,0,0,1,0,0,0,0
F,142,16,6,46,2,1,0,1,0,2,0,0,0,0
F,220,24,1,24,0,1,0,0,0,0,0,0,0,0
M,94,14,3,22,0,0,0,1,1,1,0,0,0,0
F,289,4,2,12,0,0,1,1,0,0,0,0,0,0
F,54,10,1,10,1,0,0,0,0,0,0,0,0,0
M,224,6,2,10,0,0,1,0,0,0,0,0,0,0
F,356,12,4,26,1,1,2,0,0,0,0,0,0,0
M,321,36,7,74,1,0,3,1,0,0,1,0,0,0
F,278,20,1,20,0,0,0,0,0,0,0,0,0,0
M,175,4,1,4,1,0,0,0,0,0,0,0,0,0
F,47,12,2,18,0,0,1,0,1,0,0,0,0,0
F,203,16,2,24,1,0,1,0,0,0,1,0,0,0
M,66,2,2,4,0,0,0,1,1,0,0,0,0,0
M,205,2,2,8,0,0,1,0,0,0,0,0,0,0
F,122,16,6,40,2,0,1,2,0,0,0,0,0,0
F,191,24,12,64,2,2,4,2,1,0,1,1,0,0
F,224,6,3,16,0,1,1,0,0,1,0,0,0,0
F,214,32,5,48,2,0,1,1,0,1,0,0,0,0
F,274,8,2,10,1,0,1,0,0,0,0,0,0,0
M,214,10,2,12,0,0,1,0,0,0,0,0,0,0
F,33,12,2,14,0,1,0,1,0,0,0,0,0,0
F,259,10,1,10,1,0,0,0,0,0,0,0,0,0
M,245,2,1,2,1,0,0,0,0,0,0,0,0,0
F,311,26,1,26,0,1,0,0,0,0,0,0,0,0
M,319,12,2,16,0,0,0,0,0,0,0,0,0,0
F,139,8,1,8,1,0,0,0,0,0,0,0,0,0
F,201,14,7,54,1,0,5,0,0,1,0,0,0,0
F,115,16,5,42,0,0,2,1,0,1,0,0,0,0
F,413,14,8,34,2,0,3,0,1,1,0,0,0,0
F,106,36,2,40,0,0,0,1,0,0,0,0,0,0
F,176,4,1,4,0,0,1,0,0,0,0,0,0,0
M,101,14,6,30,1,0,1,1,1,1,0,0,0,0
F,232,8,8,52,1,2,2,0,0,0,0,0,0,1
F,192,2,2,8,0,0,0,2,0,0,0,0,0,0
M,275,4,3,18,0,1,0,0,2,0,0,0,0,1
M,215,16,1,16,0,0,0,1,0,0,0,0,0,0
F,284,10,1,10,0,0,1,0,0,0,0,0,0,0
M,298,26,11,88,2,1,0,2,2,3,0,0,0,0
M,91,6,2,8,0,0,0,0,0,0,0,0,0,0
F,274,2,2,10,1,1,0,0,0,0,0,0,0,0
M,110,8,1,8,1,0,0,0,0,0,0,0,0,0
M,161,2,5,18,2,0,0,0,0,2,0,0,1,0
M,99,10,2,18,1,0,0,1,0,0,0,0,0,0
M,93,16,1,16,0,1,0,0,0,0,0,0,0,0
M,46,2,1,2,1,0,0,0,0,0,0,0,0,0
F,174,32,5,50,3,0,1,0,1,0,0,0,0,0
M,145,6,3,12,2,0,0,1,0,0,0,0,0,1
M,164,4,3,12,0,0,1,0,0,1,0,0,0,0
F,115,18,2,22,0,0,1,0,0,0,0,0,0,0
F,227,12,6,36,2,0,1,0,1,1,0,0,0,0
F,323,12,7,44,2,0,2,2,0,0,0,0,0,0
M,170,12,7,40,1,1,2,1,1,1,0,0,0,0
F,171,6,10,62,0,1,2,3,1,3,0,0,0,0
M,94,12,1,12,0,0,1,0,0,0,0,0,0,0
F,106,14,1,14,0,0,0,1,0,0,0,0,0,0
F,304,2,1,2,0,0,0,0,0,0,0,0,0,0
F,347,4,10,48,5,0,0,1,1,1,0,0,0,0
M,262,2,3,12,2,1,0,0,0,0,0,0,0,0
M,42,8,1,8,0,0,0,0,1,0,0,0,0,1
F,368,4,7,40,3,1,1,0,1,1,0,0,0,1
F,258,8,1,8,0,0,0,0,0,1,0,0,0,0
F,278,16,1,16,0,0,1,0,0,0,0,0,0,0
M,165,10,2,18,0,0,0,0,2,0,0,0,0,0
F,156,14,8,52,4,2,1,0,1,0,0,0,0,0
F,184,20,2,24,0,1,0,0,1,0,0,0,0,0
F,185,12,2,18,0,0,0,1,0,0,0,0,0,0
M,360,10,10,50,4,3,1,0,0,1,0,0,0,0
F,284,12,1,12,0,0,1,0,0,0,0,0,0,0
F,166,16,5,30,1,1,1,1,1,0,0,0,0,0
F,84,6,1,6,1,0,0,0,0,0,0,0,0,0
F,244,30,9,52,1,3,1,2,1,0,0,0,0,0
F,59,8,1,8,0,0,0,1,0,0,0,0,0,0
F,228,24,12,58,6,0,3,0,0,1,1,0,0,0
F,125,12,7,50,1,2,1,1,0,0,0,0,0,0
M,236,10,2,12,1,0,0,0,0,1,0,0,0,0
F,110,6,2,10,0,0,1,1,0,0,0,0,0,0
F,362,12,9,46,1,2,3,2,1,0,1,1,0,0
M,278,4,7,38,1,0,1,2,0,0,1,0,0,0
F,88,30,2,38,0,1,0,0,0,1,0,0,0,0
F,375,22,9,48,3,0,2,0,1,2,0,0,0,0
F,441,16,10,72,1,2,1,2,1,1,0,0,0,0
F,223,12,2,16,0,0,1,0,0,0,0,0,0,0
F,71,12,2,16,0,0,1,1,0,0,0,0,0,0
F,62,10,1,10,1,0,0,0,0,0,0,0,0,0
M,337,24,12,56,1,2,0,1,2,4,0,1,1,1
F,67,14,2,18,1,0,1,0,0,0,0,0,0,0
F,278,16,1,16,0,0,1,0,0,0,0,0,0,0
F,192,12,1,12,0,0,0,0,0,1,0,0,0,1
F,19,2,1,2,0,0,1,0,0,0,0,0,0,0
M,149,10,2,14,2,0,0,0,0,0,0,0,0,0
F,213,16,2,24,0,0,1,1,0,0,0,0,0,0
F,374,16,10,48,4,1,0,1,1,0,0,0,0,0
M,203,22,9,42,5,0,1,2,0,1,0,0,0,0
F,78,16,2,20,1,0,0,0,1,0,0,0,0,0
M,184,14,2,16,0,0,1,1,0,0,0,0,0,0
F,76,22,1,22,0,0,0,1,0,0,0,0,0,0
F,263,4,12,66,2,0,3,1,0,4,0,0,0,0
F,194,10,1,10,0,0,1,0,0,0,0,0,0,0
F,58,10,2,16,0,0,2,0,0,0,0,0,0,0
F,215,4,6,38,3,1,0,0,0,1,0,0,0,0
F,118,16,6,32,1,1,0,2,0,2,0,0,0,0
F,239,10,4,22,1,1,0,0,0,0,0,0,0,0
M,177,16,2,20,0,0,1,0,1,0,0,0,0,0
F,96,4,2,12,0,0,0,0,0,1,0,0,0,0
F,187,6,11,64,2,1,3,1,1,2,0,0,0,0
F,312,12,1,12,0,0,0,0,0,0,0,0,0,0
F,55,8,2,10,1,0,0,0,1,0,0,0,0,0
F,440,14,12,54,3,1,5,3,0,0,0,0,0,0
F,132,14,8,58,1,0,3,1,0,0,0,0,0,0
F,79,22,1,22,0,0,0,0,1,0,0,0,0,0
F,167,16,1,16,1,0,0,0,0,0,0,0,0,0
F,331,14,4,36,2,0,0,2,0,0,0,0,0,0
F,122,10,1,10,0,0,0,1,0,0,0,0,0,0
M,63,18,2,20,0,0,1,1,0,0,0,0,0,0
F,224,28,2,30,0,0,1,0,1,0,0,1,0,0
M,198,10,3,18,0,0,1,1,0,0,0,0,0,0
M,269,16,3,30,0,0,2,1,0,0,0,0,0,0
F,261,4,10,58,1,1,4,1,3,0,0,0,0,0
F,410,16,9,66,2,0,3,1,0,1,0,0,0,0
F,110,14,1,14,0,0,0,0,1,0,0,0,0,0
F,112,4,2,10,0,1,0,1,0,0,0,0,0,0
F,221,10,9,40,3,0,1,2,1,1,0,0,0,0
F,208,22,9,70,4,2,1,0,1,0,0,0,0,0
F,15,14,1,14,0,0,1,0,0,0,0,0,0,0
F,156,4,10,54,3,1,1,2,1,1,1,1,1,0
M,141,12,1,12,0,0,1,0,0,0,0,0,0,0
M,368,12,8,54,1,1,3,1,0,0,1,0,0,0
F,149,2,5,26,0,1,1,0,0,3,1,0,1,1
F,201,10,1,10,0,0,0,0,0,1,0,0,0,0
M,309,30,5,42,0,2,1,2,0,0,0,0,0,0
F,259,10,1,10,0,0,0,0,1,0,0,0,0,0
F,194,30,2,38,0,0,0,1,0,0,0,0,0,0
F,237,24,2,26,0,0,0,0,0,2,0,0,0,0
F,439,24,10,50,2,1,5,1,0,1,0,0,0,0
F,35,22,1,22,0,0,0,1,0,0,0,0,0,0
M,413,14,8,58,1,1,2,0,2,1,0,0,0,0
M,193,16,5,34,0,0,1,0,2,1,0,0,0,0
F,232,2,5,24,1,2,0,0,0,0,0,0,0,1
F,334,22,4,36,2,0,2,0,0,0,0,0,0,0
F,56,16,1,16,0,0,1,0,0,0,0,0,0,0
F,159,6,10,60,2,4,1,0,1,1,0,0,0,0
M,135,6,4,28,0,2,1,1,0,0,1,0,0,0
F,180,2,7,38,2,0,2,1,1,1,0,0,0,0
F,399,14,8,46,0,0,3,0,0,2,0,0,0,0
M,164,10,2,16,1,0,0,1,0,0,0,0,0,0
F,77,16,2,20,2,0,0,0,0,0,0,0,0,0
M,289,14,1,14,0,0,0,0,0,0,0,0,0,0
F,176,12,1,12,0,1,0,0,0,0,0,0,0,0
F,118,14,2,18,1,1,0,0,0,0,0,0,0,0
F,276,8,2,12,1,0,1,0,0,0,0,0,0,1
F,251,10,1,10,1,0,0,0,0,0,0,0,0,0
F,76,16,2,22,0,0,0,0,1,0,0,0,0,0
M,212,10,1,10,0,1,0,0,0,0,0,0,0,0
M,195,16,2,20,0,0,1,0,1,0,0,0,0,0
F,158,10,1,10,0,0,0,1,0,0,0,0,0,0
F,186,24,1,24,0,0,0,1,0,0,0,0,0,0
F,83,12,1,12,0,1,0,0,0,0,0,0,0,0
F,48,12,2,20,0,0,1,1,0,0,0,0,0,0
F,131,16,6,50,0,1,3,2,0,0,1,0,0,0
M,153,36,2,42,0,1,1,0,0,0,0,0,0,0
F,226,10,1,10,0,0,1,0,0,0,0,0,0,0
F,371,14,6,36,1,0,1,1,2,0,1,1,0,0
F,270,4,4,22,2,0,1,0,0,1,0,0,0,0
F,301,12,2,18,0,0,1,0,1,0,0,0,0,0
F,81,22,2,26,0,0,1,0,0,1,0,0,0,0
M,106,14,5,24,2,1,0,2,0,0,0,0,0,0
F,248,22,2,28,1,0,0,0,0,1,0,0,0,0
M,284,12,5,38,1,0,0,3,1,0,0,0,0,0
F,78,4,1,4,0,0,0,0,0,0,0,0,0,0
M,222,2,6,24,0,2,0,2,0,0,0,0,0,0
F,150,4,7,28,1,0,5,0,1,0,1,0,0,0
M,114,10,5,26,2,0,0,1,0,1,0,0,0,0
F,207,2,2,4,0,0,1,0,0,1,0,0,0,0
M,298,10,12,56,4,2,3,0,0,0,0,0,0,0
F,369,4,5,28,2,1,1,0,0,0,0,0,0,0
F,362,18,12,78,2,1,4,3,1,0,1,0,0,0
F,154,34,2,42,0,0,1,0,1,0,0,0,0,0
M,65,6,1,6,0,0,0,0,0,0,0,0,0,0
F,248,14,1,14,0,0,1,0,0,0,0,0,0,0
F,447,8,10,38,1,2,2,1,0,1,0,0,0,0
F,302,12,2,18,0,0,0,0,0,0,0,0,0,0
